date,closing,adjusted,evolution,quantity,volume
07/04/2020,53770,53770,-398,243,134739
06/04/2020,56000,56000,000,0,0
03/04/2020,56000,56000,-279,10806,6051360
02/04/2020,57610,57610,-398,4000,2304401
01/04/2020,60000,60000,204,350,210000
31/03/2020,58800,58800,000,0,0
30/03/2020,58800,58800,000,0,0
27/03/2020,58800,58800,-002,11440,64604395
26/03/2020,58810,58810,-398,45,264645
25/03/2020,61250,61250,-400,96,58800
24/03/2020,63800,63800,399,6684,4254628
23/03/2020,61350,61350,000,0,0
20/03/2020,61350,61350,398,10,6135
19/03/2020,59000,59000,103,250,147500
18/03/2020,58400,58400,-380,2968,1751993
17/03/2020,60710,60710,-399,3510,2131078
16/03/2020,63230,63230,-999,949,634157
13/03/2020,70250,70250,226,463,324668
12/03/2020,68700,68700,-716,3997,28380514
11/03/2020,74000,74000,-133,6722,4974280
10/03/2020,75000,75000,563,676,4814701
09/03/2020,71000,71000,-153,5405,3823080
06/03/2020,72100,72100,-636,5777,4334815
05/03/2020,77000,77000,-128,120,92925
04/03/2020,78000,78000,-114,5212,4054295
03/03/2020,78900,78900,989,5010,3871746
02/03/2020,71800,71800,104,500,359000
28/02/2020,71060,71060,008,5026,36184756
27/02/2020,71000,71000,143,2,1420
26/02/2020,70000,70000,219,702,496380
25/02/2020,68500,68500,-284,84,57618
24/02/2020,70500,70500,000,689,485745
21/02/2020,70500,70500,000,0,0
20/02/2020,70500,70500,071,2669,1881645
19/02/2020,70000,70000,000,0,0
18/02/2020,70000,70000,000,0,0
17/02/2020,70000,70000,000,0,0
14/02/2020,70000,70000,000,0,0
13/02/2020,70000,70000,000,0,0
12/02/2020,70000,70000,000,0,0
11/02/2020,70000,70000,000,50,35000
10/02/2020,70000,70000,000,1634,1143800
07/02/2020,70000,70000,-155,7163,5023176
06/02/2020,71100,71100,-125,7854,5584194
05/02/2020,72000,72000,000,0,0
04/02/2020,72000,72000,000,0,0
03/02/2020,72000,72000,000,0,0
31/01/2020,72000,72000,-137,9350,6732000
30/01/2020,73000,73000,000,0,0
29/01/2020,73000,73000,000,0,0
28/01/2020,73000,73000,000,4514,3295220
27/01/2020,73000,73000,000,0,0
24/01/2020,73000,73000,000,18398,13430540
23/01/2020,73000,73000,-135,2904,2119920
22/01/2020,74000,74000,278,1266,9256896
21/01/2020,72000,72000,000,525,378000
20/01/2020,72000,72000,000,0,0
17/01/2020,72000,72000,001,2884,2076480
16/01/2020,71990,71990,000,0,0
15/01/2020,71990,71990,-070,4419,3164485
14/01/2020,72500,72500,000,0,0
13/01/2020,72500,72500,042,180,1301068
10/01/2020,72200,72200,098,10144,7317680
09/01/2020,71500,71500,000,5187,37041952
08/01/2020,71500,71500,000,0,0
07/01/2020,71500,71500,000,0,0
06/01/2020,71500,71500,000,0,0
03/01/2020,71500,71500,000,0,0
02/01/2020,71500,71500,000,0,0
