date,closing,adjusted,evolution,quantity,volume
11/05/2021,27100,27100,037,254,68574
10/05/2021,27000,27000,000,1272,3435222
07/05/2021,27000,27000,037,10333,2789886
06/05/2021,26900,26900,151,72645,1940689245
05/05/2021,26500,26500,000,1538,407570
04/05/2021,26500,26500,109,5300,1404500
03/05/2021,26215,26215,-089,4509,11820567
30/04/2021,26450,26450,-015,580,153414
29/04/2021,26490,26490,000,0,0
28/04/2021,26490,26490,015,476,124255
27/04/2021,26450,26450,095,11800,3093065
26/04/2021,26200,26200,000,3509,919358
23/04/2021,26200,26200,000,5028,13173935
22/04/2021,26200,26200,038,15000,3930071
21/04/2021,26100,26100,038,55,14341
20/04/2021,26000,26000,-189,2600,6760116
19/04/2021,26500,26500,000,0,0
16/04/2021,26500,26500,000,0,0
15/04/2021,26500,26500,000,0,0
14/04/2021,26500,26500,000,0,0
13/04/2021,26500,26500,271,400,106000
12/04/2021,25800,25800,-264,4420,11640976
09/04/2021,26500,26500,190,8102,21186002
08/04/2021,26005,26005,000,0,0
07/04/2021,26005,26005,-036,43,1118215
06/04/2021,26100,26100,-019,333,86873
05/04/2021,26150,26150,-132,5149,13464085
02/04/2021,26500,26500,000,1263,334455
01/04/2021,26500,26500,000,0,0
31/03/2021,26500,26500,038,1083,286195
30/03/2021,26400,26400,000,0,0
29/03/2021,26400,26400,000,10060,26558975
26/03/2021,26400,26400,-036,700,184800
25/03/2021,26495,26495,000,0,0
24/03/2021,26495,26495,-002,1000,264950
23/03/2021,26500,26500,000,0,0
22/03/2021,26500,26500,000,19962,5293316
19/03/2021,26500,26500,000,2,530
18/03/2021,26500,26500,004,20,5290
17/03/2021,26490,26490,076,10099,267102525
16/03/2021,26290,26290,112,10769,2820741
15/03/2021,26000,26000,-112,666,1712815
12/03/2021,26295,26295,230,8291,216343885
11/03/2021,25705,25705,080,2510,6525705
10/03/2021,25500,25500,-192,440,11222255
09/03/2021,26000,26000,000,14766,3838809
08/03/2021,26000,26000,006,4190,1089400
05/03/2021,25985,25985,131,15,389775
04/03/2021,25650,25650,-019,14945,3836310
03/03/2021,25700,25700,000,0,0
02/03/2021,25700,25700,118,5020,1290140
01/03/2021,25400,25400,000,0,0
26/02/2021,25400,25400,-043,5810,14711774
25/02/2021,25510,25510,026,12590,3198530
24/02/2021,25445,25445,-398,14293,363767375
23/02/2021,26500,26500,000,100,26500
22/02/2021,26500,26500,000,200,53000
19/02/2021,26500,26500,-073,380,100800
18/02/2021,26695,26695,347,100,26695
17/02/2021,25800,25800,-264,1000,258000
16/02/2021,26500,26500,000,0,0
15/02/2021,26500,26500,000,0,0
12/02/2021,26500,26500,000,105,27825
11/02/2021,26500,26500,000,17,4508
10/02/2021,26500,26500,000,1000,265000
09/02/2021,26500,26500,-075,5277,1398405
08/02/2021,26700,26700,-037,4464,1191888
05/02/2021,26800,26800,-063,707,189476
04/02/2021,26970,26970,000,0,0
03/02/2021,26970,26970,-004,5,13485
02/02/2021,26980,26980,000,0,0
01/02/2021,26980,26980,298,210,56653
29/01/2021,26200,26200,-296,4085,1071095
28/01/2021,27000,27000,000,0,0
27/01/2021,27000,27000,000,5450,1471500
26/01/2021,27000,27000,150,22323,59676395
25/01/2021,26600,26600,038,2145,568874
22/01/2021,26500,26500,-038,10000,2650000
21/01/2021,26600,26600,004,2367,629034
20/01/2021,26590,26590,188,32,83658
19/01/2021,26100,26100,-151,14584,38118442
18/01/2021,26500,26500,000,2210,585650
15/01/2021,26500,26500,267,2202,58353005
